CustomerID,Recency,Frequency,Monetary,UniqueProducts,TotalItems,AvgOrderValue,TenureDays
13811,184,3,814.5,7,68,271.5,239
13812,42,3,539.0,33,333,179.66666666666666,105
13813,40,4,1366.8600000000001,54,552,341.71500000000003,135
13814,92,2,1579.12,37,864,789.56,137
13815,22,4,4027.36,132,2560,1006.84,319
13816,24,2,571.6700000000001,25,269,285.83500000000004,64
13817,29,2,382.98,20,211,191.49,352
13819,302,3,1140.35,26,1109,380.1166666666666,320
13821,145,2,385.64,51,153,192.82,262
13822,6,2,632.0,90,611,316.0,40
13823,19,2,957.66,39,439,478.83,92
13824,33,5,1698.94,34,768,339.788,310
13826,176,1,189.5,10,82,189.5,176
13827,58,3,412.05,83,141,137.35,143
13828,22,1,209.49,15,311,209.49,22
13831,16,6,2202.99,58,745,367.16499999999996,370
13832,19,1,52.199999999999996,3,28,52.199999999999996,19
13833,159,1,384.8,28,118,384.8,159
13835,25,4,834.57,48,442,208.6425,215
13837,212,2,271.24,17,183,135.62,318
13838,6,4,691.73,144,263,172.9325,370
13841,253,1,85.0,1,100,85.0,253
13842,59,9,3385.62,155,1768,376.18,367
13844,11,1,361.62,20,196,361.62,11
13845,65,1,312.98,9,182,312.98,65
13846,25,3,865.0600000000001,55,388,288.35333333333335,360
13848,92,3,1255.0,3,3700,418.3333333333333,366
13849,52,2,1537.95,97,1016,768.975,171
13850,129,1,1595.48,93,944,1595.48,129
13851,96,3,2651.46,77,1705,883.82,288
13853,57,1,1090.14,23,312,1090.14,57
13854,9,25,8109.5199999999995,39,2296,324.38079999999997,366
13856,169,3,388.5,10,494,129.5,203
13858,57,1,216.17,11,75,216.17,57
13859,326,1,201.16,27,129,201.16,326
13860,1,5,1245.9,58,591,249.18,87
13862,18,8,2209.36,97,1688,276.17,332
13863,248,1,305.78,20,224,305.78,248
13865,58,4,501.56,26,204,125.39,290
13866,74,1,145.67000000000002,7,57,145.67000000000002,74
13867,31,3,1015.29,51,513,338.43,218
13868,7,2,3192.54,32,1964,1596.27,39
13869,123,4,3104.95,234,1721,776.2375,357
13870,2,8,2770.94,91,1325,346.3675,288
13871,23,13,6403.25,155,2806,492.5576923076923,309
13873,120,3,389.6,21,140,129.86666666666667,310
13874,358,1,540.45,18,180,540.45,358
13875,54,5,1786.79,79,1316,357.358,301
13876,64,1,122.7,7,36,122.7,64
13877,86,1,117.24,3,108,117.24,86
13878,55,1,1281.53,35,475,1281.53,55
13880,21,13,3219.77,125,1842,247.67461538461538,367
13881,4,20,17159.52,72,10118,857.976,312
13882,3,5,1191.13,54,953,238.22600000000003,64
13883,11,5,2674.48,108,1436,534.896,253
13884,7,5,787.6,45,300,157.52,283
13885,189,2,506.8,28,182,253.4,201
13886,71,1,243.56,16,126,243.56,71
13887,204,1,349.55,19,147,349.55,204
13888,120,2,605.63,38,258,302.815,218
13889,93,1,416.90000000000003,15,146,416.90000000000003,93
13890,1,10,1883.8100000000002,74,831,188.38100000000003,359
13892,27,4,632.97,26,983,158.2425,247
13893,298,1,821.1,21,190,821.1,298
13894,24,3,564.62,25,354,188.20666666666668,310
13895,28,4,2593.07,97,1365,648.2675,165
13897,50,1,311.16,17,200,311.16,50
13898,326,1,155.93,12,133,155.93,326
13899,16,2,388.52,19,156,194.26,275
13900,183,3,740.95,42,430,246.98333333333335,263
13901,72,5,2867.2,144,1739,573.4399999999999,319
13904,37,2,332.64,24,332,166.32,295
13908,80,4,2369.55,104,1478,592.3875,277
13911,57,9,2580.91,120,2731,286.7677777777778,308
13914,12,2,626.45,28,380,313.225,36
13917,50,2,272.04,16,228,136.02,192
13918,50,2,1212.8400000000001,30,1140,606.4200000000001,253
13919,59,2,384.81,24,474,192.405,122
13922,352,1,172.25,7,93,172.25,352
13923,54,1,351.13,20,185,351.13,54
13924,2,6,1838.8500000000001,90,1575,306.475,72
13925,93,4,678.25,28,331,169.5625,135
13926,23,1,223.85000000000002,11,104,223.85000000000002,23
13927,75,1,348.99,21,214,348.99,75
13928,11,4,464.57,23,129,116.1425,133
13929,169,2,842.65,8,143,421.325,326
13930,58,2,337.34,15,274,168.67,137
13931,96,2,1237.53,56,725,618.765,281
13932,295,1,307.4,16,72,307.4,295
13933,109,2,608.7900000000001,23,205,304.39500000000004,148
13934,264,1,922.1,31,390,922.1,264
13936,180,1,376.58,26,330,376.58,180
13937,169,1,158.85,9,123,158.85,169
13938,35,1,71.66,7,70,71.66,35
13939,23,3,568.55,43,847,189.51666666666665,312
13940,17,4,839.14,39,516,209.785,144
13941,22,5,5112.96,24,2364,1022.592,373
13946,79,3,561.5699999999999,11,443,187.18999999999997,268
13947,65,1,90.6,5,44,90.6,65
13948,361,1,102.0,3,40,102.0,361
13949,3,6,2427.32,124,2474,404.55333333333334,95
13950,11,4,745.06,33,323,186.265,247
13951,176,3,674.45,38,459,224.8166666666667,294
13952,218,2,3251.071,120,1431,1625.5355,239
13953,7,7,3515.68,8,2724,502.23999999999995,353
13954,2,2,439.92,24,150,219.96,71
13955,154,2,322.96,33,154,161.48,306
13956,5,5,1026.42,123,491,205.28400000000002,271
13959,79,3,598.2,79,357,199.4,362
13960,21,2,230.22,11,142,115.11,72
13962,22,2,169.55,11,87,84.775,246
13963,308,4,664.54,35,460,166.135,368
13967,146,1,80.7,2,42,80.7,146
13969,7,18,9053.94,334,4542,502.99666666666667,365
13971,19,8,2758.26,118,1844,344.7825,286
13972,71,2,190.25,15,187,95.125,202
13973,287,1,264.7,11,109,264.7,287
13974,49,1,413.59000000000003,28,249,413.59000000000003,49
13975,31,6,2526.28,240,1732,421.0466666666667,277
13976,207,1,357.98,10,154,357.98,207
13978,15,2,196.79000000000002,14,315,98.39500000000001,45
13979,73,1,869.87,54,639,869.87,73
13980,60,1,200.14,11,172,200.14,60
13982,39,4,1871.81,72,1136,467.9525,365
13983,30,12,2603.43,91,1183,216.9525,367
13984,27,5,920.51,14,679,184.102,366
13985,4,15,7060.13,108,3445,470.67533333333336,264
13986,17,1,320.46,12,430,320.46,17
13988,20,6,4147.96,188,3044,691.3266666666667,255
13989,66,2,1266.08,33,1313,633.04,239
13990,213,1,311.3,16,190,311.3,213
13991,12,6,855.97,58,998,142.66166666666666,143
13992,30,1,76.8,5,64,76.8,30
13993,43,9,3466.36,66,900,385.1511111111111,331
13994,4,6,2313.14,122,940,385.5233333333333,148
13995,15,5,1393.69,55,879,278.738,246
13999,10,12,3901.81,102,2243,325.1508333333333,362
14000,211,1,635.66,15,710,635.66,211
14001,46,3,2043.0800000000002,34,962,681.0266666666668,373
14002,134,2,529.73,47,877,264.865,156
14004,43,7,4582.64,102,2668,654.6628571428572,289
14005,10,5,2874.72,53,2478,574.944,216
14006,116,3,962.19,22,641,320.73,312
14009,198,2,695.61,42,365,347.805,205
14012,278,1,328.8,11,160,328.8,278
14013,110,3,473.02,30,462,157.67333333333332,276
14014,77,1,505.18,39,1076,505.18,77
14015,53,1,917.34,20,378,917.34,53
14016,162,4,4341.21,154,2125,1085.3025,357
14019,47,3,1421.61,37,1037,473.86999999999995,138
14020,17,2,642.8,37,441,321.4,88
14021,155,3,631.9,22,192,210.63333333333333,256
14022,225,1,440.0,28,487,440.0,225
14023,7,2,584.07,30,345,292.035,250
14024,122,2,327.7,16,150,163.85,124
14027,61,1,104.82,6,62,104.82,61
14029,63,2,467.66,15,198,233.83,144
14030,18,8,2360.09,210,1479,295.01125,366
14031,7,19,17286.86,119,5788,909.8347368421053,372
14032,2,11,2975.59,53,2032,270.5081818181818,367
14034,22,3,651.8199999999999,82,423,217.2733333333333,157
14035,29,5,1428.02,41,739,285.604,298
14036,285,1,626.65,38,268,626.65,285
14037,176,2,147.20000000000002,27,46,73.60000000000001,365
14038,78,3,1560.38,64,965,520.1266666666667,207
14039,33,1,152.2,6,92,152.2,33
14040,41,12,3614.92,146,1554,301.24333333333334,331
14041,266,1,141.41,21,94,141.41,266
14044,27,4,652.82,165,308,163.205,310
14045,109,4,1659.75,4,535,414.9375,374
14046,284,1,154.99,14,460,154.99,284
14047,9,5,1308.6100000000001,22,381,261.72200000000004,373
14048,305,1,409.93,83,288,409.93,305
14049,17,4,5681.72,348,3870,1420.43,318
14050,32,2,746.36,49,689,373.18,106
14051,1,23,15610.390000000001,52,3756,678.7126086956522,367
14052,20,1,225.36,56,89,225.36,20
14053,124,2,260.25,2,215,130.125,160
14054,65,1,92.46,6,62,92.46,65
14055,106,1,725.6400000000001,10,216,725.6400000000001,106
14056,1,23,8214.65,320,4273,357.1586956521739,284
14057,24,17,6217.96,179,4876,365.76235294117646,361
14059,267,1,183.6,8,128,183.6,267
14060,5,19,6140.42,86,5386,323.18,373
14062,10,12,10464.85,60,5593,872.0708333333333,364
14064,29,5,1353.74,59,1788,270.748,274
14066,267,1,152.55,7,45,152.55,267
14067,64,2,374.7,51,361,187.35,97
14068,320,1,265.85,22,73,265.85,320
14071,4,8,1438.82,271,995,179.8525,265
14073,32,1,151.04,13,130,151.04,32
14075,5,3,942.26,33,754,314.08666666666664,261
14076,129,1,122.47,43,81,122.47,129
14077,41,5,499.41999999999996,33,268,99.88399999999999,274
14078,102,6,1049.37,46,310,174.89499999999998,373
14079,125,1,375.1,12,301,375.1,125
14080,33,1,45.599999999999994,4,48,45.599999999999994,33
14081,302,2,934.52,126,596,467.26,369
14082,365,1,182.25,28,110,182.25,365
14083,4,9,1018.43,162,732,113.15888888888888,372
14085,2,18,4448.54,272,3184,247.14111111111112,369
14087,3,1,194.42,61,251,194.42,3
14088,10,13,50491.81,379,12665,3883.9853846153846,322
14089,57,1,161.0,13,134,161.0,57
14090,325,1,76.32000000000001,1,72,76.32000000000001,325
14092,8,14,4076.91,117,2066,291.2078571428571,358
14093,12,1,442.85,95,406,442.85,12
14096,4,17,65164.79,1119,16352,3833.2229411764706,102
14098,37,1,147.35,21,104,147.35,37
14099,16,11,3104.17,167,2179,282.1972727272727,355
14100,138,1,194.9,24,64,194.9,138
14101,74,6,5976.79,15,6942,996.1316666666667,326
14102,5,5,1360.28,35,961,272.056,45
14104,155,2,216.20999999999998,21,72,108.10499999999999,166
14105,239,1,1266.23,74,800,1266.23,239
14107,52,7,2703.23,61,1793,386.17571428571426,364
14108,31,2,597.91,33,381,298.955,102
14109,73,1,144.2,9,88,144.2,73
14110,4,12,5683.15,94,2445,473.5958333333333,267
14111,14,4,692.85,10,458,173.2125,242
14112,23,7,2915.15,117,1651,416.45,276
14113,4,4,1840.42,26,745,460.105,355
14114,274,2,386.53,15,101,193.265,331
14116,20,5,1382.74,61,707,276.548,122
14117,144,1,90.0,3,72,90.0,144
14121,4,4,2780.15,148,2082,695.0375,60
14124,84,1,419.58000000000004,4,1618,419.58000000000004,84
14125,11,3,2740.43,159,1640,913.4766666666666,78
14126,8,3,706.1300000000001,14,508,235.3766666666667,11
14127,123,3,709.71,39,321,236.57000000000002,311
14128,61,2,637.5,40,564,318.75,256
14129,2,5,1123.8600000000001,31,592,224.77200000000002,261
14130,319,1,483.86,66,258,483.86,319
14132,2,11,3586.0299999999997,100,3368,326.00272727272727,184
14133,130,3,605.64,25,348,201.88,316
14135,2,15,4690.31,95,3850,312.68733333333336,373
14138,2,2,982.3800000000001,40,610,491.19000000000005,64
14139,46,1,415.82,26,510,415.82,46
14140,4,2,935.05,60,811,467.525,32
14141,3,4,915.13,27,355,228.7825,105
14142,373,1,311.81,22,313,311.81,373
14143,134,1,115.8,7,30,115.8,134
14145,47,4,3742.2,6,756,935.55,217
14146,9,5,4191.0,183,2437,838.2,357
14147,78,2,483.4,4,108,241.7,286
14148,234,1,157.2,3,16,157.2,234
14149,221,1,446.62,28,218,446.62,221
14150,36,2,658.64,23,496,329.32,360
14152,75,2,621.29,47,711,310.645,234
14154,239,2,1345.62,52,465,672.81,239
14155,266,1,118.75,6,25,118.75,266
14156,10,55,117379.63,714,57885,2134.175090909091,372
14157,20,2,432.88,45,284,216.44,285
14158,40,1,507.66,41,781,507.66,40
14159,20,11,4693.01,501,4408,426.6372727272728,363
14161,216,3,1110.52,87,455,370.17333333333335,369
14162,174,2,289.36,25,142,144.68,293
14163,87,4,2445.91,36,893,611.4775,239
14164,71,2,1631.77,28,1033,815.885,81
14165,276,1,122.53999999999999,23,54,122.53999999999999,276
14167,39,4,574.84,27,150,143.71,331
14171,98,1,363.79,57,167,363.79,98
14173,11,4,450.84,28,150,112.71,219
14174,33,1,134.46,26,94,134.46,33
14175,60,3,3222.3,139,1515,1074.1000000000001,330
14176,297,4,576.9000000000001,28,209,144.22500000000002,368
14177,86,4,559.41,37,205,139.8525,180
14178,9,7,1620.93,191,1505,231.5614285714286,182
14179,41,2,719.78,135,330,359.89,52
14180,11,25,4748.52,112,719,189.94080000000002,372
14184,67,1,452.89,24,127,452.89,67
14185,331,1,197.65,3,6,197.65,331
14188,31,6,2054.36,34,1162,342.3933333333334,310
14189,2,15,4654.08,176,3937,310.272,369
14191,2,13,4684.76,145,3662,360.36615384615385,221
14193,68,2,853.39,35,445,426.695,270
14194,5,21,11349.52,269,5840,540.4533333333334,308
14195,202,2,1012.0,7,760,506.0,252
14196,107,1,335.52,6,142,335.52,107
14198,18,4,701.4,35,290,175.35,239
14199,218,1,185.39999999999998,2,28,185.39999999999998,218
14201,60,7,747.44,32,590,106.77714285714286,359
14204,2,1,161.03,36,82,161.03,2
14205,17,2,466.7,23,204,233.35,264
14206,239,1,328.15999999999997,20,276,328.15999999999997,239
14208,95,1,151.74,10,114,151.74,95
14209,11,6,2073.43,55,691,345.57166666666666,332
14210,106,6,1905.8400000000001,66,760,317.64000000000004,372
14211,53,9,2241.1,87,1242,249.0111111111111,295
14212,90,1,1070.48,9,1152,1070.48,90
14214,31,5,1004.38,64,751,200.876,278
14215,12,6,1789.72,98,1358,298.2866666666667,368
14216,3,4,1839.3,47,594,459.825,38
14217,2,17,2004.98,78,689,117.94,366
14218,43,1,169.48000000000002,12,160,169.48000000000002,43
14219,4,1,89.94,7,78,89.94,4
14220,247,2,632.4,21,272,316.2,358
14221,42,9,3432.8,123,2191,381.4222222222222,339
14222,177,1,683.17,41,607,683.17,177
14223,92,3,991.13,50,585,330.37666666666667,264
14224,110,4,1050.12,105,514,262.53,320
14226,29,5,2232.19,64,1308,446.438,269
14227,26,10,3350.96,117,1820,335.096,285
14229,52,3,1547.2,29,610,515.7333333333333,334
14231,184,3,925.71,47,409,308.57,289
14232,43,5,2048.07,81,1941,409.61400000000003,265
14233,49,4,1462.72,30,680,365.68,318
14234,22,4,775.46,122,963,193.865,57
14235,75,5,3144.86,65,1959,628.972,260
14236,81,2,490.86,15,310,245.43,372
14237,373,1,161.0,9,38,161.0,373
14238,326,1,146.85,8,111,146.85,326
14239,43,11,2380.85,83,993,216.4409090909091,316
14240,30,2,890.34,37,418,445.17,226
14241,184,1,213.70000000000002,10,146,213.70000000000002,184
14242,235,2,280.55,13,123,140.275,326
14243,9,10,2588.77,99,1221,258.877,366
14245,220,2,1693.45,107,976,846.725,264
14246,111,3,1474.06,57,804,491.3533333333333,246
14247,278,1,136.76999999999998,19,47,136.76999999999998,278
14248,318,1,302.58,8,102,302.58,318
14250,7,3,1904.05,94,1200,634.6833333333333,89
14251,2,5,2879.7000000000003,37,1674,575.94,58
14256,260,2,969.0600000000001,51,414,484.53000000000003,365
14257,64,5,3099.7200000000003,88,1682,619.9440000000001,319
14258,9,9,12669.98,58,7100,1407.7755555555555,338
14259,142,1,120.0,5,68,120.0,142
14261,51,2,1163.45,52,406,581.725,79
14262,8,8,2618.23,87,1645,327.27875,241
14264,155,2,333.97,15,70,166.985,246
14265,109,2,530.18,31,330,265.09,149
14267,163,3,1516.24,25,530,505.41333333333336,261
14270,332,1,492.65000000000003,29,197,492.65000000000003,332
14271,226,1,112.32,10,88,112.32,226
14272,74,2,437.96,33,599,218.98,254
14273,51,4,559.97,22,264,139.9925,242
14276,99,3,1119.74,52,744,373.24666666666667,290
14277,15,3,4216.2,195,1984,1405.3999999999999,212
14280,197,1,134.04,8,52,134.04,197
14282,3,15,3729.34,70,2668,248.62266666666667,368
14284,31,2,595.25,24,161,297.625,86
14285,21,4,1910.01,18,541,477.5025,177
14286,24,3,4628.75,220,4338,1542.9166666666667,243
14287,8,3,176.63,9,261,58.876666666666665,199
14288,213,1,426.6,16,188,426.6,213
14289,9,6,911.26,33,292,151.87666666666667,290
14290,11,5,2314.65,89,915,462.93,362
14291,2,11,3883.25,145,2749,353.02272727272725,275
14292,8,9,4871.93,64,1663,541.3255555555556,283
14293,3,4,1046.56,51,709,261.64,369
14295,40,1,166.20000000000002,5,84,166.20000000000002,40
14297,18,4,1305.33,48,865,326.3325,275
14298,8,44,51527.3,884,58343,1171.075,360
14299,8,9,3965.62,94,2149,440.6244444444444,366
14300,19,1,43.2,3,32,43.2,19
14301,117,1,640.14,13,606,640.14,117
14304,223,1,383.45,17,139,383.45,223
14305,71,3,1858.96,96,1089,619.6533333333333,135
14306,51,2,2093.32,33,1075,1046.66,86
14307,89,6,2995.72,150,2058,499.28666666666663,374
14309,8,9,2352.53,74,1633,261.39222222222224,358
14311,243,1,310.26,20,146,310.26,243
14312,47,6,1611.59,74,1012,268.5983333333333,337
14314,107,1,120.0,8,296,120.0,107
14315,45,6,2481.13,64,1021,413.5216666666667,266
14317,65,1,508.58000000000004,24,255,508.58000000000004,65
14320,207,2,477.79,29,325,238.895,333
14321,11,5,1530.75,111,2406,306.15,334
14323,115,2,605.0600000000001,32,350,302.53000000000003,239
14326,242,1,183.85,8,103,183.85,242
14327,163,1,311.65,12,139,311.65,163
14329,17,7,5014.84,218,3095,716.4057142857143,329
14331,124,2,462.65999999999997,27,252,231.32999999999998,135
14332,23,3,866.31,22,481,288.77,148
14333,68,1,415.2,15,58,415.2,68
14334,17,8,2552.21,98,1731,319.02625,358
14335,16,2,468.26,55,379,234.13,96
14336,17,4,1614.91,77,1759,403.7275,276
14338,161,2,588.22,30,335,294.11,196
14339,243,1,309.52,14,168,309.52,243
14340,219,1,134.7,6,58,134.7,219
14341,45,8,2182.28,109,1403,272.785,318
14342,21,4,668.5600000000001,18,347,167.14000000000001,210
14344,127,8,889.9300000000001,56,477,111.24125000000001,369
14345,39,1,108.97999999999999,6,50,108.97999999999999,39
14346,121,2,1021.58,55,605,510.79,297
14348,260,1,409.57,18,183,409.57,260
14349,10,1,133.5,31,86,133.5,10
14350,274,1,282.93,18,183,282.93,274
14351,165,1,51.0,1,12,51.0,165
14352,157,4,1078.96,44,538,269.74,273
14353,215,1,90.6,6,64,90.6,215
14354,6,2,163.62,9,210,81.81,30
14355,366,1,174.4,11,92,174.4,366
14356,80,2,701.23,33,277,350.615,81
14357,43,1,225.77,39,148,225.77,43
14359,19,3,912.18,44,371,304.06,88
14360,32,4,2128.23,104,1151,532.0575,95
14362,22,1,161.2,37,100,161.2,22
14364,109,8,3717.35,61,1967,464.66875,211
14367,8,16,9261.52,270,4438,578.845,276
14368,320,1,155.0,8,36,155.0,320
14371,295,1,100.5,4,34,100.5,295
14373,358,1,76.55,4,17,76.55,358
14375,185,1,257.68,57,194,257.68,185
14377,191,2,617.05,11,219,308.525,262
14379,44,2,348.1,39,292,174.05,295
14381,52,1,202.68,56,146,202.68,52
14382,26,1,626.0699999999999,121,1237,626.0699999999999,26
14383,38,3,1247.69,49,817,415.8966666666667,164
14385,9,3,202.11,13,159,67.37,24
14386,297,1,142.4,7,54,142.4,297
14387,33,3,1770.56,125,819,590.1866666666666,109
14388,10,8,3212.84,124,1941,401.605,373
14389,65,2,1043.46,33,729,521.73,191
14390,10,9,4652.82,135,2136,516.98,373
14393,218,1,67.95,5,13,67.95,218
14395,2,9,3507.71,181,1693,389.74555555555554,372
14396,65,2,487.99,71,225,243.995,371
14397,3,19,2612.96,18,1890,137.52421052631578,214
14400,149,1,574.7,25,454,574.7,149
14401,4,13,4051.48,113,4507,311.6523076923077,360
14403,130,4,1475.81,17,519,368.9525,247
14404,34,6,1474.32,70,839,245.72,369
14406,119,1,156.75,8,77,156.75,119
14407,107,6,2157.73,67,1415,359.62166666666667,277
14408,11,7,2606.53,60,1616,372.3614285714286,264
14409,71,6,2059.4500000000003,40,1230,343.24166666666673,368
14410,92,9,1105.07,153,571,122.78555555555555,306
14411,311,1,1063.0,14,196,1063.0,311
14412,43,2,770.03,43,786,385.015,73
14413,362,1,122.7,22,68,122.7,362
14414,92,7,1496.98,79,2512,213.8542857142857,359
14415,1,13,5900.28,283,3011,453.86769230769227,360
14416,22,2,490.22,13,326,245.11,42
14418,4,3,1937.25,114,1711,645.75,108
14419,11,6,1058.06,112,487,176.34333333333333,365
14420,99,1,387.52,29,334,387.52,99
14421,57,2,813.11,25,365,406.555,212
14422,1,6,4263.64,189,2906,710.6066666666667,267
14423,218,1,265.2,3,120,265.2,218
14424,18,1,322.08,1,48,322.08,18
14426,24,10,4481.67,183,2699,448.16700000000003,313
14427,50,2,363.34000000000003,16,228,181.67000000000002,64
14428,7,5,1244.83,108,436,248.96599999999998,325
14431,303,1,470.36,17,130,470.36,303
14432,10,6,2255.51,256,2070,375.91833333333335,89
14434,22,6,1372.8,3,368,228.79999999999998,72
14436,99,1,89.06,9,129,89.06,99
14437,366,1,63.0,5,60,63.0,366
14438,306,1,131.9,9,82,131.9,306
14439,320,1,2661.24,32,526,2661.24,320
14440,8,5,2357.6800000000003,33,588,471.53600000000006,366
14441,1,4,1712.89,43,446,428.2225,256
14442,205,2,1589.82,58,482,794.91,317
14443,54,4,1420.2,84,938,355.05,369
14446,1,4,1039.58,233,933,259.895,247
14447,19,5,1163.23,54,571,232.64600000000002,281
14448,9,2,375.35,20,104,187.675,364
14449,19,4,907.1,201,757,226.775,372
14450,181,3,483.25,32,241,161.08333333333334,321
14451,60,2,662.59,86,389,331.295,195
14452,11,2,264.44,55,119,132.22,94
14453,190,1,119.93,22,49,119.93,190
14456,5,9,3062.4,580,2908,340.26666666666665,142
14457,311,1,113.64,4,88,113.64,311
14459,155,1,1837.92,37,760,1837.92,155
14460,110,3,434.34,14,881,144.78,311
14461,148,3,2103.06,173,766,701.02,262
14462,66,11,2004.02,150,964,182.18363636363637,340
14463,98,3,529.62,6,179,176.54,205
14465,247,3,1058.6200000000001,107,405,352.8733333333334,303
14466,29,7,2272.4,35,1006,324.62857142857143,372
14467,18,4,598.76,67,278,149.69,313
14470,12,2,461.19,43,193,230.595,288
14472,104,8,1936.84,153,1160,242.105,355
14473,74,2,234.34000000000003,7,88,117.17000000000002,282
14474,46,1,547.66,29,140,547.66,46
14475,72,3,925.85,35,447,308.6166666666667,305
14476,257,1,215.7,17,132,215.7,257
14477,20,4,1309.6,7,720,327.4,297
14479,254,2,316.25,18,117,158.125,365
14480,11,1,279.05,13,143,279.05,11
14481,165,2,636.51,25,489,318.255,287
14482,18,6,2068.15,110,1646,344.69166666666666,239
14483,282,1,137.1,9,97,137.1,282
14484,50,1,321.92,14,210,321.92,50
14485,39,1,165.75,44,71,165.75,39
14487,27,6,1196.33,112,735,199.38833333333332,368
14488,68,1,1064.28,46,799,1064.28,68
14489,207,1,463.38,30,299,463.38,207
14491,175,2,340.93,17,139,170.465,373
14493,7,5,2383.2400000000002,95,1285,476.648,155
14494,26,1,139.56,7,92,139.56,26
14495,51,2,123.8,6,62,61.9,121
14496,312,2,538.8100000000001,16,159,269.40500000000003,373
14497,309,1,475.37,29,235,475.37,309
14498,43,5,1957.32,162,1098,391.464,362
14499,26,3,815.32,146,501,271.77333333333337,279
14500,88,3,356.85,6,117,118.95,190
14501,184,2,251.21,9,161,125.605,320
14502,20,11,2470.67,368,1498,224.60636363636365,313
14503,3,6,3543.26,113,2004,590.5433333333334,179
14504,47,4,673.26,85,308,168.315,278
14505,17,8,5905.64,540,2759,738.205,362
14506,17,5,2012.17,204,730,402.434,369
14507,24,6,1383.18,79,600,230.53,276
14508,22,2,276.42,52,131,138.21,90
14511,11,5,1314.81,53,784,262.962,134
14512,188,2,275.28,19,122,137.64,232
14513,101,3,455.59000000000003,11,361,151.86333333333334,289
14514,61,3,1055.35,65,589,351.7833333333333,331
14515,18,6,2102.09,68,1134,350.34833333333336,219
14517,33,2,330.45,17,91,165.225,142
14518,64,1,174.37,16,278,174.37,64
14520,2,2,270.6,3,146,135.3,291
14522,24,4,974.54,15,525,243.635,198
14523,108,1,241.09,12,251,241.09,108
14524,32,9,1867.68,161,676,207.52,361
14525,20,9,4332.2,217,2696,481.35555555555555,361
14527,3,55,8508.82,330,2089,154.7058181818182,369
14528,37,1,364.21999999999997,18,278,364.21999999999997,37
14529,60,3,620.04,177,348,206.67999999999998,110
14530,26,6,2925.91,140,1410,487.65166666666664,297
14532,236,4,932.85,45,284,233.2125,352
14533,25,7,1949.72,53,4019,278.5314285714286,353
14534,3,18,4447.05,331,2047,247.05833333333334,319
14535,60,3,2864.19,280,1831,954.73,249
14536,260,1,171.8,18,40,171.8,260
14537,58,1,355.56,10,120,355.56,58
14538,65,2,388.25,19,155,194.125,256
14539,16,2,537.48,31,428,268.74,45
14540,10,3,996.26,64,421,332.08666666666664,309
14541,59,8,1461.65,71,647,182.70625,319
14542,186,1,103.25,5,19,103.25,186
14543,29,16,3630.33,43,679,226.895625,365
14544,24,2,2024.45,97,1543,1012.225,362
14546,5,5,2578.09,250,1317,515.618,249
14547,4,8,4007.54,198,2668,500.9425,54
14548,151,2,652.8,2,256,326.4,318
14549,311,1,289.24,56,136,289.24,311
14550,11,2,765.62,38,394,382.81,45
14551,18,2,186.23,9,106,93.115,204
14552,152,1,165.07,57,91,165.07,152
14553,19,5,859.27,103,493,171.85399999999998,339
14554,10,4,2381.04,147,1478,595.26,52
14555,57,2,324.14,18,130,162.07,302
14557,85,1,788.38,16,510,788.38,85
14560,7,22,2237.77,39,1260,101.71681818181818,358
14561,76,3,1080.76,67,1014,360.25333333333333,184
14562,4,18,5074.77,187,1834,281.9316666666667,304
14565,96,4,3099.12,111,1540,774.78,361
14566,111,1,1432.0,4,800,1432.0,111
14567,57,2,1530.3600000000001,33,412,765.1800000000001,130
14569,1,1,227.39,10,79,227.39,1
14570,281,2,218.06,29,95,109.03,281
14572,3,7,2832.84,190,1428,404.6914285714286,324
14573,180,9,1653.42,127,544,183.71333333333334,372
14576,372,1,35.400000000000006,1,12,35.400000000000006,372
14577,13,4,859.71,86,353,214.9275,363
14578,3,1,168.63,24,240,168.63,3
14581,17,1,138.6,16,217,138.6,17
14582,41,1,114.11,6,73,114.11,41
14583,6,5,1052.55,243,792,210.51,206
14584,169,4,1042.26,68,383,260.565,198
14585,50,1,157.05,29,91,157.05,50
14586,277,1,237.36,19,444,237.36,277
14587,19,9,1601.14,170,761,177.90444444444447,331
14589,372,1,39.75,3,5,39.75,372
14591,15,4,1447.14,138,1297,361.785,213
14592,35,3,570.46,132,415,190.15333333333334,64
14593,22,3,617.99,127,332,205.99666666666667,199
14594,7,2,379.83,48,185,189.915,373
14595,20,6,1740.6,94,978,290.09999999999997,313
14597,11,2,883.15,45,577,441.575,192
14598,44,1,221.97,49,189,221.97,44
14600,306,1,393.33000000000004,25,125,393.33000000000004,306
14601,11,1,213.96,7,168,213.96,11
14603,275,1,660.0,2,400,660.0,275
14606,1,93,12156.65,819,6224,130.71666666666667,373
14607,16,14,16569.5,38,11766,1183.5357142857142,261
14608,4,4,1785.15,8,437,446.2875,362
14609,72,4,601.56,2,7026,150.39,297
14616,243,3,406.08000000000004,2,104,135.36,318
14618,9,3,553.44,10,264,184.48000000000002,338
14619,246,1,394.44,20,152,394.44,246
14620,206,2,412.78000000000003,26,214,206.39000000000001,284
14621,1,5,1788.3600000000001,80,993,357.672,358
14622,185,1,320.58000000000004,21,146,320.58000000000004,185
14623,32,5,889.25,108,419,177.85,235
14624,57,2,225.85,13,162,112.925,59
14625,196,2,899.63,51,335,449.815,361
