CustomerID,Recency,Frequency,Monetary,UniqueProducts,TotalItems,AvgOrderValue,TenureDays,Cluster
13812,42,3,539.0,33,333,179.66666666666666,105,1
13813,40,4,1366.86,54,552,341.71500000000003,135,0
13814,92,2,1579.12,37,864,789.56,137,0
13815,22,4,4027.36,132,2560,1006.84,319,3
13816,24,2,571.6700000000001,25,269,285.83500000000004,64,1
13817,29,2,382.98,20,211,191.49,352,0
13819,302,3,1140.35,26,1109,380.1166666666666,320,0
13821,145,2,385.64,51,153,192.82,262,2
13822,6,2,632.0,90,611,316.0,40,0
13823,19,2,957.66,39,439,478.83,92,0
13824,33,5,1698.94,34,768,339.788,310,0
13826,176,1,189.5,10,82,189.5,176,2
13827,58,3,412.05,83,141,137.35,143,1
13828,22,1,209.49,15,311,209.49,22,1
13831,16,6,2202.99,58,745,367.165,370,3
13832,19,1,52.2,3,28,52.2,19,1
13833,159,1,384.8,28,118,384.8,159,1
13835,25,4,834.57,48,442,208.6425,215,0
13837,212,2,271.24,17,183,135.62,318,2
13838,6,4,691.73,144,263,172.9325,370,0
13841,253,1,85.0,1,100,85.0,253,2
13842,59,9,3385.62,155,1768,376.18,367,3
13844,11,1,361.62,20,196,361.62,11,1
13845,65,1,312.98,9,182,312.98,65,1
13846,25,3,865.0600000000001,55,388,288.3533333333333,360,0
13848,92,3,1255.0,3,3700,418.3333333333333,366,0
13849,52,2,1537.95,97,1016,768.975,171,0
13850,129,1,1595.48,93,944,1595.48,129,0
13851,96,3,2651.46,77,1705,883.82,288,0
13853,57,1,1090.14,23,312,1090.14,57,0
13854,9,25,8109.519999999999,39,2296,324.3808,366,3
13856,169,3,388.5,10,494,129.5,203,2
13858,57,1,216.17,11,75,216.17,57,1
13859,326,1,201.16,27,129,201.16,326,2
13860,1,5,1245.9,58,591,249.18,87,0
13862,18,8,2209.36,97,1688,276.17,332,3
13863,248,1,305.78,20,224,305.78,248,2
13865,58,4,501.56,26,204,125.39,290,0
13866,74,1,145.67000000000002,7,57,145.67000000000002,74,1
13867,31,3,1015.29,51,513,338.43,218,0
13868,7,2,3192.54,32,1964,1596.27,39,0
13869,123,4,3104.95,234,1721,776.2375,357,3
13870,2,8,2770.94,91,1325,346.3675,288,3
13871,23,13,6403.25,155,2806,492.5576923076923,309,3
13873,120,3,389.6,21,140,129.86666666666667,310,2
13874,358,1,540.45,18,180,540.45,358,2
13875,54,5,1786.79,79,1316,357.358,301,3
13876,64,1,122.7,7,36,122.7,64,1
13877,86,1,117.24,3,108,117.24,86,1
13878,55,1,1281.53,35,475,1281.53,55,0
13880,21,13,3219.77,125,1842,247.67461538461535,367,3
13881,4,20,17159.52,72,10118,857.976,312,3
13882,3,5,1191.13,54,953,238.22600000000003,64,0
13883,11,5,2674.48,108,1436,534.896,253,3
13884,7,5,787.6,45,300,157.52,283,0
13885,189,2,506.8,28,182,253.4,201,2
13886,71,1,243.56,16,126,243.56,71,1
13887,204,1,349.55,19,147,349.55,204,2
13888,120,2,605.63,38,258,302.815,218,0
13889,93,1,416.9,15,146,416.9,93,1
13890,1,10,1883.81,74,831,188.38100000000003,359,3
13892,27,4,632.97,26,983,158.2425,247,0
13893,298,1,821.1,21,190,821.1,298,2
13894,24,3,564.62,25,354,188.20666666666668,310,0
13895,28,4,2593.07,97,1365,648.2675,165,0
13897,50,1,311.16,17,200,311.16,50,1
13898,326,1,155.93,12,133,155.93,326,2
13899,16,2,388.52,19,156,194.26,275,1
13900,183,3,740.95,42,430,246.98333333333332,263,0
13901,72,5,2867.2,144,1739,573.4399999999999,319,3
13904,37,2,332.64,24,332,166.32,295,0
13908,80,4,2369.55,104,1478,592.3875,277,3
13911,57,9,2580.91,120,2731,286.7677777777778,308,3
13914,12,2,626.45,28,380,313.225,36,1
13917,50,2,272.04,16,228,136.02,192,1
13918,50,2,1212.84,30,1140,606.4200000000001,253,0
13919,59,2,384.81,24,474,192.405,122,1
13922,352,1,172.25,7,93,172.25,352,2
13923,54,1,351.13,20,185,351.13,54,1
13924,2,6,1838.85,90,1575,306.475,72,0
13925,93,4,678.25,28,331,169.5625,135,0
13926,23,1,223.85,11,104,223.85,23,1
13927,75,1,348.99,21,214,348.99,75,1
13928,11,4,464.57,23,129,116.1425,133,1
13929,169,2,842.65,8,143,421.325,326,2
13930,58,2,337.34,15,274,168.67,137,1
13931,96,2,1237.53,56,725,618.765,281,0
13932,295,1,307.4,16,72,307.4,295,2
13933,109,2,608.7900000000001,23,205,304.39500000000004,148,1
13934,264,1,922.1,31,390,922.1,264,0
13936,180,1,376.58,26,330,376.58,180,2
13937,169,1,158.85,9,123,158.85,169,2
13938,35,1,71.66,7,70,71.66,35,1
13939,23,3,568.55,43,847,189.51666666666665,312,0
13940,17,4,839.14,39,516,209.785,144,0
13941,22,5,5112.96,24,2364,1022.592,373,3
13946,79,3,561.5699999999999,11,443,187.19,268,0
13947,65,1,90.6,5,44,90.6,65,1
13948,361,1,102.0,3,40,102.0,361,2
13949,3,6,2427.32,124,2474,404.5533333333333,95,3
13950,11,4,745.06,33,323,186.265,247,0
13951,176,3,674.45,38,459,224.8166666666667,294,0
13952,218,2,3251.071,120,1431,1625.5355,239,0
13953,7,7,3515.68,8,2724,502.24,353,3
13954,2,2,439.92,24,150,219.96,71,1
13955,154,2,322.96,33,154,161.48,306,2
13956,5,5,1026.42,123,491,205.284,271,0
13959,79,3,598.2,79,357,199.4,362,0
13960,21,2,230.22,11,142,115.11,72,1
13962,22,2,169.55,11,87,84.775,246,1
13963,308,4,664.54,35,460,166.135,368,2
13967,146,1,80.7,2,42,80.7,146,2
13969,7,18,9053.94,334,4542,502.9966666666666,365,3
13971,19,8,2758.26,118,1844,344.7825,286,3
13972,71,2,190.25,15,187,95.125,202,1
13973,287,1,264.7,11,109,264.7,287,2
13974,49,1,413.59,28,249,413.59,49,1
13975,31,6,2526.28,240,1732,421.0466666666667,277,3
13976,207,1,357.98,10,154,357.98,207,2
13978,15,2,196.79,14,315,98.395,45,1
13979,73,1,869.87,54,639,869.87,73,0
13980,60,1,200.14,11,172,200.14,60,1
13982,39,4,1871.81,72,1136,467.9525,365,3
13983,30,12,2603.43,91,1183,216.9525,367,3
13984,27,5,920.51,14,679,184.102,366,0
13985,4,15,7060.13,108,3445,470.67533333333336,264,3
13986,17,1,320.46,12,430,320.46,17,1
13988,20,6,4147.96,188,3044,691.3266666666667,255,3
13989,66,2,1266.08,33,1313,633.04,239,0
13990,213,1,311.3,16,190,311.3,213,2
13991,12,6,855.97,58,998,142.66166666666666,143,0
13992,30,1,76.8,5,64,76.8,30,1
13993,43,9,3466.36,66,900,385.1511111111111,331,3
13994,4,6,2313.14,122,940,385.5233333333333,148,0
13995,15,5,1393.69,55,879,278.738,246,0
13999,10,12,3901.81,102,2243,325.1508333333333,362,3
14000,211,1,635.66,15,710,635.66,211,0
14001,46,3,2043.08,34,962,681.0266666666668,373,0
14002,134,2,529.73,47,877,264.865,156,0
14004,43,7,4582.64,102,2668,654.6628571428572,289,3
14005,10,5,2874.72,53,2478,574.944,216,3
14006,116,3,962.19,22,641,320.73,312,0
14009,198,2,695.61,42,365,347.805,205,0
14012,278,1,328.8,11,160,328.8,278,2
14013,110,3,473.02,30,462,157.67333333333332,276,0
14014,77,1,505.18,39,1076,505.18,77,0
14015,53,1,917.34,20,378,917.34,53,0
14016,162,4,4341.21,154,2125,1085.3025,357,3
14019,47,3,1421.61,37,1037,473.87,138,0
14020,17,2,642.8,37,441,321.4,88,0
14021,155,3,631.9,22,192,210.63333333333333,256,0
14022,225,1,440.0,28,487,440.0,225,2
14023,7,2,584.07,30,345,292.035,250,0
14024,122,2,327.7,16,150,163.85,124,1
14027,61,1,104.82,6,62,104.82,61,1
14029,63,2,467.66,15,198,233.83,144,1
14030,18,8,2360.09,210,1479,295.01125,366,3
14031,7,19,17286.86,119,5788,909.8347368421051,372,3
14032,2,11,2975.59,53,2032,270.5081818181818,367,3
14034,22,3,651.8199999999999,82,423,217.2733333333333,157,0
14035,29,5,1428.02,41,739,285.604,298,0
14036,285,1,626.65,38,268,626.65,285,2
14037,176,2,147.20000000000002,27,46,73.60000000000001,365,2
14038,78,3,1560.38,64,965,520.1266666666667,207,0
14039,33,1,152.2,6,92,152.2,33,1
14040,41,12,3614.92,146,1554,301.24333333333334,331,3
14041,266,1,141.41,21,94,141.41,266,2
14044,27,4,652.82,165,308,163.205,310,0
14045,109,4,1659.75,4,535,414.9375,374,0
14046,284,1,154.99,14,460,154.99,284,2
14047,9,5,1308.61,22,381,261.72200000000004,373,0
14048,305,1,409.93,83,288,409.93,305,2
14049,17,4,5681.72,348,3870,1420.43,318,3
14050,32,2,746.36,49,689,373.18,106,0
14051,1,23,15610.39,52,3756,678.7126086956522,367,3
14052,20,1,225.36,56,89,225.36,20,1
14053,124,2,260.25,2,215,130.125,160,1
14054,65,1,92.46,6,62,92.46,65,1
14055,106,1,725.6400000000001,10,216,725.6400000000001,106,1
14056,1,23,8214.65,320,4273,357.1586956521739,284,3
14057,24,17,6217.96,179,4876,365.76235294117646,361,3
14059,267,1,183.6,8,128,183.6,267,2
14060,5,19,6140.42,86,5386,323.18,373,3
14062,10,12,10464.85,60,5593,872.0708333333333,364,3
14064,29,5,1353.74,59,1788,270.748,274,0
14066,267,1,152.55,7,45,152.55,267,2
14067,64,2,374.7,51,361,187.35,97,1
14068,320,1,265.85,22,73,265.85,320,2
14071,4,8,1438.82,271,995,179.8525,265,3
14073,32,1,151.04,13,130,151.04,32,1
14075,5,3,942.26,33,754,314.08666666666664,261,0
14076,129,1,122.47,43,81,122.47,129,1
14077,41,5,499.42,33,268,99.884,274,0
14078,102,6,1049.37,46,310,174.89499999999998,373,0
14079,125,1,375.1,12,301,375.1,125,1
14080,33,1,45.6,4,48,45.6,33,1
14081,302,2,934.52,126,596,467.26,369,0
14082,365,1,182.25,28,110,182.25,365,2
14083,4,9,1018.43,162,732,113.15888888888888,372,3
14085,2,18,4448.54,272,3184,247.14111111111112,369,3
14087,3,1,194.42,61,251,194.42,3,1
14088,10,13,50491.81,379,12665,3883.9853846153846,322,3
14089,57,1,161.0,13,134,161.0,57,1
14090,325,1,76.32000000000001,1,72,76.32000000000001,325,2
14092,8,14,4076.91,117,2066,291.2078571428571,358,3
14093,12,1,442.85,95,406,442.85,12,1
14096,4,17,65164.79,1119,16352,3833.222941176471,102,3
14098,37,1,147.35,21,104,147.35,37,1
14099,16,11,3104.17,167,2179,282.1972727272727,355,3
14100,138,1,194.9,24,64,194.9,138,1
14101,74,6,5976.79,15,6942,996.1316666666668,326,3
14102,5,5,1360.28,35,961,272.056,45,0
14104,155,2,216.21,21,72,108.105,166,1
14105,239,1,1266.23,74,800,1266.23,239,0
14107,52,7,2703.23,61,1793,386.1757142857143,364,3
14108,31,2,597.91,33,381,298.955,102,0
14109,73,1,144.2,9,88,144.2,73,1
14110,4,12,5683.15,94,2445,473.5958333333333,267,3
14111,14,4,692.85,10,458,173.2125,242,0
14112,23,7,2915.15,117,1651,416.45,276,3
14113,4,4,1840.42,26,745,460.105,355,0
14114,274,2,386.53,15,101,193.265,331,2
14116,20,5,1382.74,61,707,276.548,122,0
14117,144,1,90.0,3,72,90.0,144,1
14121,4,4,2780.15,148,2082,695.0375,60,0
14124,84,1,419.58,4,1618,419.58,84,1
14125,11,3,2740.43,159,1640,913.4766666666666,78,0
14126,8,3,706.1300000000001,14,508,235.3766666666667,11,1
14127,123,3,709.71,39,321,236.57,311,0
14128,61,2,637.5,40,564,318.75,256,0
14129,2,5,1123.86,31,592,224.772,261,0
14130,319,1,483.86,66,258,483.86,319,2
14132,2,11,3586.03,100,3368,326.00272727272727,184,3
14133,130,3,605.64,25,348,201.88,316,0
14135,2,15,4690.31,95,3850,312.68733333333336,373,3
14138,2,2,982.38,40,610,491.19000000000005,64,0
14139,46,1,415.82,26,510,415.82,46,1
14140,4,2,935.05,60,811,467.525,32,0
14141,3,4,915.13,27,355,228.7825,105,0
14142,373,1,311.81,22,313,311.81,373,2
14143,134,1,115.8,7,30,115.8,134,1
14145,47,4,3742.2,6,756,935.55,217,0
14146,9,5,4191.0,183,2437,838.2,357,3
14147,78,2,483.4,4,108,241.7,286,2
14148,234,1,157.2,3,16,157.2,234,2
14149,221,1,446.62,28,218,446.62,221,2
14150,36,2,658.64,23,496,329.32,360,0
14152,75,2,621.29,47,711,310.645,234,0
14154,239,2,1345.62,52,465,672.81,239,0
14155,266,1,118.75,6,25,118.75,266,2
14156,10,55,117379.63,714,57885,2134.175090909091,372,3
14157,20,2,432.88,45,284,216.44,285,0
14158,40,1,507.66,41,781,507.66,40,1
14159,20,11,4693.01,501,4408,426.6372727272728,363,3
14161,216,3,1110.52,87,455,370.17333333333335,369,0
14162,174,2,289.36,25,142,144.68,293,2
14163,87,4,2445.91,36,893,611.4775,239,0
14164,71,2,1631.77,28,1033,815.885,81,0
14165,276,1,122.54,23,54,122.54,276,2
14167,39,4,574.84,27,150,143.71,331,0
14171,98,1,363.79,57,167,363.79,98,1
14173,11,4,450.84,28,150,112.71,219,1
14174,33,1,134.46,26,94,134.46,33,1
14175,60,3,3222.3,139,1515,1074.1,330,3
14176,297,4,576.9000000000001,28,209,144.22500000000002,368,2
14177,86,4,559.41,37,205,139.8525,180,0
14178,9,7,1620.93,191,1505,231.5614285714286,182,3
14179,41,2,719.78,135,330,359.89,52,0
14180,11,25,4748.52,112,719,189.9408,372,3
14184,67,1,452.89,24,127,452.89,67,1
14185,331,1,197.65,3,6,197.65,331,2
14188,31,6,2054.36,34,1162,342.3933333333334,310,0
14189,2,15,4654.08,176,3937,310.272,369,3
14191,2,13,4684.76,145,3662,360.36615384615385,221,3
14193,68,2,853.39,35,445,426.695,270,0
14194,5,21,11349.52,269,5840,540.4533333333334,308,3
14195,202,2,1012.0,7,760,506.0,252,0
14196,107,1,335.52,6,142,335.52,107,1
14198,18,4,701.4,35,290,175.35,239,0
14199,218,1,185.4,2,28,185.4,218,2
14201,60,7,747.44,32,590,106.77714285714286,359,0
14204,2,1,161.03,36,82,161.03,2,1
14205,17,2,466.7,23,204,233.35,264,0
14206,239,1,328.16,20,276,328.16,239,2
14208,95,1,151.74,10,114,151.74,95,1
14209,11,6,2073.43,55,691,345.57166666666666,332,3
14210,106,6,1905.84,66,760,317.64000000000004,372,3
14211,53,9,2241.1,87,1242,249.0111111111111,295,3
14212,90,1,1070.48,9,1152,1070.48,90,0
14214,31,5,1004.38,64,751,200.876,278,0
14215,12,6,1789.72,98,1358,298.2866666666667,368,3
14216,3,4,1839.3,47,594,459.825,38,0
14217,2,17,2004.98,78,689,117.94,366,3
14218,43,1,169.48000000000002,12,160,169.48000000000002,43,1
14219,4,1,89.94,7,78,89.94,4,1
14220,247,2,632.4,21,272,316.2,358,2
14221,42,9,3432.8,123,2191,381.4222222222222,339,3
14222,177,1,683.17,41,607,683.17,177,0
14223,92,3,991.13,50,585,330.37666666666667,264,0
14224,110,4,1050.12,105,514,262.53,320,0
14226,29,5,2232.19,64,1308,446.438,269,3
14227,26,10,3350.96,117,1820,335.096,285,3
14229,52,3,1547.2,29,610,515.7333333333333,334,0
14231,184,3,925.71,47,409,308.57,289,0
14232,43,5,2048.07,81,1941,409.614,265,3
14233,49,4,1462.72,30,680,365.68,318,0
14234,22,4,775.46,122,963,193.865,57,0
14235,75,5,3144.86,65,1959,628.972,260,3
14236,81,2,490.86,15,310,245.43,372,0
14237,373,1,161.0,9,38,161.0,373,2
14238,326,1,146.85,8,111,146.85,326,2
14239,43,11,2380.85,83,993,216.4409090909091,316,3
14240,30,2,890.34,37,418,445.17,226,0
14241,184,1,213.7,10,146,213.7,184,2
14242,235,2,280.55,13,123,140.275,326,2
14243,9,10,2588.77,99,1221,258.877,366,3
14245,220,2,1693.45,107,976,846.725,264,0
14246,111,3,1474.06,57,804,491.3533333333333,246,0
14247,278,1,136.76999999999998,19,47,136.76999999999998,278,2
14248,318,1,302.58,8,102,302.58,318,2
14250,7,3,1904.05,94,1200,634.6833333333333,89,0
14251,2,5,2879.7000000000003,37,1674,575.94,58,0
14256,260,2,969.06,51,414,484.53,365,0
14257,64,5,3099.7200000000003,88,1682,619.9440000000001,319,3
14258,9,9,12669.98,58,7100,1407.7755555555557,338,3
14259,142,1,120.0,5,68,120.0,142,1
14261,51,2,1163.45,52,406,581.725,79,0
14262,8,8,2618.23,87,1645,327.27875,241,3
14264,155,2,333.97,15,70,166.985,246,2
14265,109,2,530.18,31,330,265.09,149,0
14267,163,3,1516.24,25,530,505.41333333333336,261,0
14270,332,1,492.65,29,197,492.65,332,2
14271,226,1,112.32,10,88,112.32,226,2
14272,74,2,437.96,33,599,218.98,254,0
14273,51,4,559.97,22,264,139.9925,242,0
14276,99,3,1119.74,52,744,373.2466666666666,290,0
14277,15,3,4216.2,195,1984,1405.4,212,3
14280,197,1,134.04,8,52,134.04,197,2
14282,3,15,3729.34,70,2668,248.62266666666667,368,3
14284,31,2,595.25,24,161,297.625,86,1
14285,21,4,1910.01,18,541,477.5025,177,0
14286,24,3,4628.75,220,4338,1542.9166666666667,243,3
14287,8,3,176.63,9,261,58.876666666666665,199,1
14288,213,1,426.6,16,188,426.6,213,2
14289,9,6,911.26,33,292,151.8766666666667,290,0
14290,11,5,2314.65,89,915,462.93,362,3
14291,2,11,3883.25,145,2749,353.02272727272725,275,3
14292,8,9,4871.93,64,1663,541.3255555555556,283,3
14293,3,4,1046.56,51,709,261.64,369,0
14295,40,1,166.20000000000002,5,84,166.20000000000002,40,1
14297,18,4,1305.33,48,865,326.3325,275,0
14298,8,44,51527.3,884,58343,1171.075,360,3
14299,8,9,3965.62,94,2149,440.6244444444444,366,3
14300,19,1,43.2,3,32,43.2,19,1
14301,117,1,640.14,13,606,640.14,117,0
14304,223,1,383.45,17,139,383.45,223,2
14305,71,3,1858.96,96,1089,619.6533333333333,135,0
14306,51,2,2093.32,33,1075,1046.66,86,0
14307,89,6,2995.72,150,2058,499.2866666666666,374,3
14309,8,9,2352.53,74,1633,261.39222222222224,358,3
14311,243,1,310.26,20,146,310.26,243,2
14312,47,6,1611.59,74,1012,268.5983333333333,337,3
14314,107,1,120.0,8,296,120.0,107,1
14315,45,6,2481.13,64,1021,413.5216666666667,266,3
14317,65,1,508.58,24,255,508.58,65,1
14320,207,2,477.79,29,325,238.895,333,2
14321,11,5,1530.75,111,2406,306.15,334,3
14323,115,2,605.0600000000001,32,350,302.53000000000003,239,0
14326,242,1,183.85,8,103,183.85,242,2
14327,163,1,311.65,12,139,311.65,163,1
14329,17,7,5014.84,218,3095,716.4057142857143,329,3
14331,124,2,462.66,27,252,231.33,135,1
14332,23,3,866.31,22,481,288.77,148,0
14333,68,1,415.2,15,58,415.2,68,1
14334,17,8,2552.21,98,1731,319.02625,358,3
14335,16,2,468.26,55,379,234.13,96,1
14336,17,4,1614.91,77,1759,403.7275,276,0
14338,161,2,588.22,30,335,294.11,196,0
14339,243,1,309.52,14,168,309.52,243,2
14340,219,1,134.7,6,58,134.7,219,2
14341,45,8,2182.28,109,1403,272.785,318,3
14342,21,4,668.5600000000001,18,347,167.14,210,0
14344,127,8,889.9300000000001,56,477,111.24125,369,0
14345,39,1,108.98,6,50,108.98,39,1
14346,121,2,1021.58,55,605,510.79,297,0
14348,260,1,409.57,18,183,409.57,260,2
14349,10,1,133.5,31,86,133.5,10,1
14350,274,1,282.93,18,183,282.93,274,2
14351,165,1,51.0,1,12,51.0,165,2
14352,157,4,1078.96,44,538,269.74,273,0
14353,215,1,90.6,6,64,90.6,215,2
14354,6,2,163.62,9,210,81.81,30,1
14355,366,1,174.4,11,92,174.4,366,2
14356,80,2,701.23,33,277,350.615,81,1
14357,43,1,225.77,39,148,225.77,43,1
14359,19,3,912.18,44,371,304.06,88,0
14360,32,4,2128.23,104,1151,532.0575,95,0
14362,22,1,161.2,37,100,161.2,22,1
14364,109,8,3717.35,61,1967,464.66875,211,3
14367,8,16,9261.52,270,4438,578.845,276,3
14368,320,1,155.0,8,36,155.0,320,2
14371,295,1,100.5,4,34,100.5,295,2
14373,358,1,76.55,4,17,76.55,358,2
14375,185,1,257.68,57,194,257.68,185,2
14377,191,2,617.05,11,219,308.525,262,2
14379,44,2,348.1,39,292,174.05,295,0
14381,52,1,202.68,56,146,202.68,52,1
14382,26,1,626.0699999999999,121,1237,626.0699999999999,26,0
14383,38,3,1247.69,49,817,415.8966666666667,164,0
14385,9,3,202.11,13,159,67.37,24,1
14386,297,1,142.4,7,54,142.4,297,2
14387,33,3,1770.56,125,819,590.1866666666666,109,0
14388,10,8,3212.84,124,1941,401.605,373,3
14389,65,2,1043.46,33,729,521.73,191,0
14390,10,9,4652.82,135,2136,516.98,373,3
14393,218,1,67.95,5,13,67.95,218,2
14395,2,9,3507.71,181,1693,389.74555555555554,372,3
14396,65,2,487.99,71,225,243.995,371,0
14397,3,19,2612.96,18,1890,137.52421052631578,214,3
14400,149,1,574.7,25,454,574.7,149,0
14401,4,13,4051.48,113,4507,311.6523076923077,360,3
14403,130,4,1475.81,17,519,368.9525,247,0
14404,34,6,1474.32,70,839,245.72,369,3
14406,119,1,156.75,8,77,156.75,119,1
14407,107,6,2157.73,67,1415,359.62166666666667,277,0
14408,11,7,2606.53,60,1616,372.3614285714286,264,3
14409,71,6,2059.4500000000003,40,1230,343.2416666666668,368,3
14410,92,9,1105.07,153,571,122.78555555555556,306,0
14411,311,1,1063.0,14,196,1063.0,311,2
14412,43,2,770.03,43,786,385.015,73,0
14413,362,1,122.7,22,68,122.7,362,2
14414,92,7,1496.98,79,2512,213.8542857142857,359,3
14415,1,13,5900.28,283,3011,453.86769230769227,360,3
14416,22,2,490.22,13,326,245.11,42,1
14418,4,3,1937.25,114,1711,645.75,108,0
14419,11,6,1058.06,112,487,176.34333333333333,365,0
14420,99,1,387.52,29,334,387.52,99,1
14421,57,2,813.11,25,365,406.555,212,0
14422,1,6,4263.64,189,2906,710.6066666666667,267,3
14423,218,1,265.2,3,120,265.2,218,2
14424,18,1,322.08,1,48,322.08,18,1
14426,24,10,4481.67,183,2699,448.167,313,3
14427,50,2,363.34,16,228,181.67,64,1
14428,7,5,1244.83,108,436,248.966,325,0
14431,303,1,470.36,17,130,470.36,303,2
14432,10,6,2255.51,256,2070,375.91833333333335,89,3
14434,22,6,1372.8,3,368,228.8,72,1
14436,99,1,89.06,9,129,89.06,99,1
14437,366,1,63.0,5,60,63.0,366,2
14438,306,1,131.9,9,82,131.9,306,2
14439,320,1,2661.24,32,526,2661.24,320,0
14440,8,5,2357.6800000000003,33,588,471.53600000000006,366,0
14441,1,4,1712.89,43,446,428.2225,256,0
14442,205,2,1589.82,58,482,794.91,317,0
14443,54,4,1420.2,84,938,355.05,369,0
14446,1,4,1039.58,233,933,259.895,247,0
14447,19,5,1163.23,54,571,232.646,281,0
14448,9,2,375.35,20,104,187.675,364,0
14449,19,4,907.1,201,757,226.775,372,3
14450,181,3,483.25,32,241,161.08333333333334,321,2
14451,60,2,662.59,86,389,331.295,195,0
14452,11,2,264.44,55,119,132.22,94,1
14453,190,1,119.93,22,49,119.93,190,2
14456,5,9,3062.4,580,2908,340.26666666666665,142,3
14457,311,1,113.64,4,88,113.64,311,2
14459,155,1,1837.92,37,760,1837.92,155,0
14460,110,3,434.34,14,881,144.78,311,0
14461,148,3,2103.06,173,766,701.02,262,0
14462,66,11,2004.02,150,964,182.1836363636364,340,3
14463,98,3,529.62,6,179,176.54,205,1
14465,247,3,1058.62,107,405,352.8733333333334,303,0
14466,29,7,2272.4,35,1006,324.62857142857143,372,3
14467,18,4,598.76,67,278,149.69,313,0
14470,12,2,461.19,43,193,230.595,288,0
14472,104,8,1936.84,153,1160,242.105,355,3
14473,74,2,234.34000000000003,7,88,117.17000000000002,282,2
14474,46,1,547.66,29,140,547.66,46,1
14475,72,3,925.85,35,447,308.6166666666667,305,0
14476,257,1,215.7,17,132,215.7,257,2
14477,20,4,1309.6,7,720,327.4,297,0
14479,254,2,316.25,18,117,158.125,365,2
14480,11,1,279.05,13,143,279.05,11,1
14481,165,2,636.51,25,489,318.255,287,0
14482,18,6,2068.15,110,1646,344.69166666666666,239,3
14483,282,1,137.1,9,97,137.1,282,2
14484,50,1,321.92,14,210,321.92,50,1
14485,39,1,165.75,44,71,165.75,39,1
14487,27,6,1196.33,112,735,199.3883333333333,368,3
14488,68,1,1064.28,46,799,1064.28,68,0
14489,207,1,463.38,30,299,463.38,207,2
14491,175,2,340.93,17,139,170.465,373,2
14493,7,5,2383.24,95,1285,476.648,155,0
14494,26,1,139.56,7,92,139.56,26,1
14495,51,2,123.8,6,62,61.9,121,1
14496,312,2,538.8100000000001,16,159,269.40500000000003,373,2
14497,309,1,475.37,29,235,475.37,309,2
14498,43,5,1957.32,162,1098,391.464,362,3
14499,26,3,815.32,146,501,271.77333333333337,279,0
14500,88,3,356.85,6,117,118.95,190,1
14501,184,2,251.21,9,161,125.605,320,2
14502,20,11,2470.67,368,1498,224.60636363636365,313,3
14503,3,6,3543.26,113,2004,590.5433333333334,179,3
14504,47,4,673.26,85,308,168.315,278,0
14505,17,8,5905.64,540,2759,738.205,362,3
14506,17,5,2012.17,204,730,402.434,369,3
14507,24,6,1383.18,79,600,230.53,276,0
14508,22,2,276.42,52,131,138.21,90,1
14511,11,5,1314.81,53,784,262.962,134,0
14512,188,2,275.28,19,122,137.64,232,2
14513,101,3,455.59,11,361,151.86333333333334,289,0
14514,61,3,1055.35,65,589,351.7833333333333,331,0
14515,18,6,2102.09,68,1134,350.34833333333336,219,0
14517,33,2,330.45,17,91,165.225,142,1
14518,64,1,174.37,16,278,174.37,64,1
14520,2,2,270.6,3,146,135.3,291,1
14522,24,4,974.54,15,525,243.635,198,0
14523,108,1,241.09,12,251,241.09,108,1
14524,32,9,1867.68,161,676,207.52,361,3
14525,20,9,4332.2,217,2696,481.3555555555556,361,3
14527,3,55,8508.82,330,2089,154.7058181818182,369,3
14528,37,1,364.22,18,278,364.22,37,1
14529,60,3,620.04,177,348,206.68,110,0
14530,26,6,2925.91,140,1410,487.6516666666666,297,3
14532,236,4,932.85,45,284,233.2125,352,2
14533,25,7,1949.72,53,4019,278.5314285714286,353,3
14534,3,18,4447.05,331,2047,247.0583333333333,319,3
14535,60,3,2864.19,280,1831,954.73,249,3
14536,260,1,171.8,18,40,171.8,260,2
14537,58,1,355.56,10,120,355.56,58,1
14538,65,2,388.25,19,155,194.125,256,1
14539,16,2,537.48,31,428,268.74,45,1
14540,10,3,996.26,64,421,332.08666666666664,309,0
14541,59,8,1461.65,71,647,182.70625,319,0
14542,186,1,103.25,5,19,103.25,186,2
14543,29,16,3630.33,43,679,226.895625,365,3
14544,24,2,2024.45,97,1543,1012.225,362,3
14546,5,5,2578.09,250,1317,515.618,249,3
14547,4,8,4007.54,198,2668,500.9425,54,3
14548,151,2,652.8,2,256,326.4,318,2
14549,311,1,289.24,56,136,289.24,311,2
14550,11,2,765.62,38,394,382.81,45,1
14551,18,2,186.23,9,106,93.115,204,1
14552,152,1,165.07,57,91,165.07,152,1
14553,19,5,859.27,103,493,171.85399999999998,339,0
14554,10,4,2381.04,147,1478,595.26,52,0
14555,57,2,324.14,18,130,162.07,302,1
14557,85,1,788.38,16,510,788.38,85,0
14560,7,22,2237.77,39,1260,101.71681818181818,358,3
14561,76,3,1080.76,67,1014,360.25333333333333,184,0
14562,4,18,5074.77,187,1834,281.9316666666667,304,3
14565,96,4,3099.12,111,1540,774.78,361,3
14566,111,1,1432.0,4,800,1432.0,111,0
14567,57,2,1530.36,33,412,765.1800000000001,130,0
14569,1,1,227.39,10,79,227.39,1,1
14570,281,2,218.06,29,95,109.03,281,2
14572,3,7,2832.84,190,1428,404.6914285714286,324,3
